Area_sqft,Bedrooms,Bathrooms,Location,Floors,Parking,House_Age,Price_Lakhs
3321.0,1,2.0,Pune,2.0,1.0,10.0,198.8
3279.0,5,4.0,Bangalore,2.0,1.0,22.0,245.43
3188.0,4,4.0,Chennai,3.0,1.0,7.0,217.66
1350.0,4,5.0,Bangalore,2.0,1.0,3.0,152.42
2435.0,2,1.0,Bangalore,2.0,2.0,23.0,162.11
2112.0,5,5.0,Pune,3.0,2.0,14.0,175.09
2557.0,3,3.0,Chennai,2.0,1.0,24.0,159.21
1156.0,1,2.0,Pune,3.0,0.0,,84.32
2870.0,2,3.0,Delhi,,2.0,16.0,195.13
2585.0,4,5.0,Hyderabad,2.0,0.0,16.0,186.76
3369.0,3,4.0,Bangalore,2.0,2.0,22.0,212.25
2581.0,3,2.0,Hyderabad,1.0,1.0,10.0,161.42
3289.0,1,1.0,Pune,3.0,2.0,13.0,190.1
2431.0,4,4.0,Pune,1.0,1.0,6.0,189.3
1815.0,5,4.0,Pune,2.0,,12.0,172.94
2148.0,3,2.0,Hyderabad,1.0,1.0,9.0,146.61
1315.0,1,1.0,Pune,3.0,1.0,13.0,98.6
1135.0,5,4.0,Delhi,1.0,1.0,4.0,146.77
2582.0,4,3.0,Pune,3.0,1.0,24.0,169.42
3105.0,3,3.0,Mumbai,2.0,0.0,11.0,223.8
1296.0,5,5.0,Hyderabad,2.0,1.0,20.0,133.39
1695.0,5,5.0,Mumbai,3.0,0.0,18.0,175.87
3007.0,5,5.0,Pune,2.0,0.0,11.0,203.5
1651.0,3,4.0,Delhi,2.0,1.0,21.0,138.78
2487.0,3,3.0,Bangalore,2.0,0.0,4.0,182.75
2731.0,2,2.0,Chennai,2.0,2.0,18.0,179.05
3227.0,4,4.0,Chennai,3.0,1.0,1.0,226.59
2368.0,1,2.0,Pune,1.0,0.0,7.0,129.65
1756.0,5,5.0,Delhi,1.0,1.0,6.0,188.2
2436.0,2,1.0,Hyderabad,2.0,1.0,15.0,145.58
2091.0,1,1.0,Mumbai,1.0,1.0,18.0,125.71
2240.0,2,2.0,,1.0,0.0,24.0,152.66
1991.0,3,4.0,Mumbai,2.0,2.0,11.0,176.2
1866.0,5,5.0,Hyderabad,,2.0,20.0,185.37
1084.0,1,2.0,Chennai,1.0,0.0,24.0,73.38
3244.0,1,1.0,Delhi,3.0,1.0,15.0,190.81
811.0,1,1.0,Hyderabad,2.0,0.0,16.0,57.3
2430.0,1,1.0,Mumbai,3.0,,7.0,171.39
3346.0,1,1.0,Pune,1.0,0.0,21.0,177.42
1553.0,2,1.0,Bangalore,2.0,1.0,10.0,121.38
2882.0,5,5.0,Hyderabad,3.0,0.0,12.0,210.31
889.0,3,2.0,Hyderabad,2.0,1.0,24.0,90.12
1575.0,3,2.0,Delhi,1.0,0.0,14.0,127.29
3452.0,3,4.0,Delhi,3.0,2.0,5.0,246.93
2425.0,3,2.0,Hyderabad,1.0,0.0,21.0,147.49
1217.0,2,2.0,Mumbai,1.0,0.0,18.0,107.34
3143.0,1,1.0,Mumbai,,2.0,18.0,184.27
1359.0,5,4.0,Delhi,1.0,2.0,6.0,145.01
2482.0,2,2.0,Delhi,2.0,0.0,22.0,157.41
1615.0,3,4.0,Delhi,3.0,1.0,11.0,155.81
1881.0,4,3.0,Chennai,3.0,0.0,19.0,159.33
1463.0,5,5.0,Hyderabad,1.0,2.0,3.0,162.01
2719.0,2,2.0,Chennai,1.0,0.0,12.0,163.09
1481.0,1,2.0,Mumbai,2.0,0.0,20.0,104.28
1591.0,1,2.0,Mumbai,3.0,2.0,17.0,127.77
2870.0,2,3.0,Delhi,,2.0,16.0,195.13
2282.0,4,3.0,Hyderabad,1.0,2.0,5.0,173.15
1958.0,1,1.0,Chennai,,1.0,7.0,141.03
3065.0,3,4.0,Delhi,1.0,1.0,12.0,214.65
3131.0,4,3.0,Hyderabad,2.0,2.0,20.0,214.12
2606.0,1,2.0,Delhi,3.0,0.0,1.0,178.57
2322.0,1,2.0,Pune,1.0,1.0,20.0,129.82
2755.0,4,4.0,Bangalore,1.0,0.0,2.0,212.64
2479.0,2,3.0,Chennai,3.0,1.0,6.0,167.83
2699.0,4,3.0,Chennai,3.0,0.0,7.0,182.23
1200.0,3,4.0,Chennai,2.0,2.0,,109.81
